date,value,target
29.06.2022 16:30,20011.10,0
29.06.2022 16:15,20058.00,0
29.06.2022 16:00,20087.70,1
29.06.2022 15:45,20058.00,1
29.06.2022 15:30,20041.70,0
29.06.2022 15:15,20042.00,0
29.06.2022 15:00,20117.30,0
29.06.2022 14:45,20145.90,1
29.06.2022 14:30,20109.80,0
29.06.2022 14:15,20118.30,1
29.06.2022 14:00,20062.70,1
29.06.2022 13:45,19915.30,0
29.06.2022 13:30,20080.30,0
29.06.2022 13:15,20080.40,1
29.06.2022 13:00,20031.50,0
29.06.2022 12:45,20036.90,0
29.06.2022 12:30,20048.10,0
29.06.2022 12:15,20105.90,0
29.06.2022 12:00,20117.70,1
29.06.2022 11:45,20068.20,1
29.06.2022 11:30,20030.70,1
29.06.2022 11:15,19955.90,0
29.06.2022 11:00,20101.10,1
29.06.2022 10:45,20081.60,1
29.06.2022 10:30,20058.00,0
29.06.2022 10:15,20110.60,1
29.06.2022 10:00,20062.70,0
29.06.2022 09:45,20090.10,0
29.06.2022 09:30,20217.50,1
29.06.2022 09:15,20116.40,1
29.06.2022 09:00,20002.80,1
29.06.2022 08:45,20000.50,0
29.06.2022 08:30,20078.60,0
29.06.2022 08:15,20115.20,1
29.06.2022 08:00,20066.30,0
29.06.2022 07:45,20120.50,1
29.06.2022 07:30,20040.00,1
29.06.2022 07:15,19992.90,1
29.06.2022 07:00,19927.00,0
29.06.2022 06:45,20135.10,0
29.06.2022 06:30,20168.80,1
29.06.2022 06:15,20107.20,0
29.06.2022 06:00,20158.70,0
29.06.2022 05:45,20186.80,0
29.06.2022 05:30,20255.60,0
29.06.2022 05:15,20266.60,0
29.06.2022 05:00,20302.80,0
29.06.2022 04:45,20320.00,1
29.06.2022 04:30,20285.50,0
29.06.2022 04:15,20326.50,1
29.06.2022 04:00,20274.90,0
29.06.2022 03:45,20307.80,0
29.06.2022 03:30,20370.10,1
29.06.2022 03:15,20360.20,1
29.06.2022 03:00,20336.40,0
29.06.2022 02:45,20346.30,1
29.06.2022 02:30,20289.40,0
29.06.2022 02:15,20366.10,1
29.06.2022 02:00,20345.20,1
29.06.2022 01:45,20316.20,0
29.06.2022 01:30,20341.30,1
29.06.2022 01:15,20311.10,1
29.06.2022 01:00,20277.60,0
29.06.2022 00:45,20293.40,0
29.06.2022 00:30,20324.00,1
29.06.2022 00:15,20272.90,1
29.06.2022 00:00,20270.00,1
28.06.2022 23:45,20258.20,0
28.06.2022 23:30,20318.70,1
28.06.2022 23:15,20310.90,1
28.06.2022 23:00,20299.10,0
28.06.2022 22:45,20314.20,0
28.06.2022 22:30,20390.50,1
28.06.2022 22:15,20389.00,1
28.06.2022 22:00,20372.50,1
28.06.2022 21:45,20354.50,1
28.06.2022 21:30,20334.80,1
28.06.2022 21:15,20322.30,1
28.06.2022 21:00,20272.40,0
28.06.2022 20:45,20279.80,1
28.06.2022 20:30,20271.00,1
28.06.2022 20:15,20262.10,0
28.06.2022 20:00,20277.40,0
28.06.2022 19:45,20299.90,0
28.06.2022 19:30,20313.00,1
28.06.2022 19:15,20296.10,0
28.06.2022 19:00,20336.20,0
28.06.2022 18:45,20337.80,1
28.06.2022 18:30,20301.00,0
28.06.2022 18:15,20339.10,0
28.06.2022 18:00,20610.20,0
28.06.2022 17:45,20646.50,0
28.06.2022 17:30,20674.50,1
28.06.2022 17:15,20621.10,0
28.06.2022 17:00,20702.90,0
28.06.2022 16:45,20747.50,1
28.06.2022 16:30,20667.50,1
28.06.2022 16:15,20614.70,1
28.06.2022 16:00,20604.10,0
28.06.2022 15:45,20640.80,0
28.06.2022 15:30,20686.90,0
28.06.2022 15:15,20783.40,0
28.06.2022 15:00,20827.40,1
28.06.2022 14:45,20770.00,0
28.06.2022 14:30,20815.20,0
28.06.2022 14:15,20949.50,0
28.06.2022 14:00,21060.00,1
28.06.2022 13:45,21052.30,1
28.06.2022 13:30,21036.10,1
28.06.2022 13:15,20982.60,1
28.06.2022 13:00,20960.30,0
28.06.2022 12:45,21009.00,1
28.06.2022 12:30,20938.00,0
28.06.2022 12:15,21068.00,1
28.06.2022 12:00,20988.00,0
28.06.2022 11:45,21025.40,1
28.06.2022 11:30,21012.70,1
28.06.2022 11:15,20969.50,0
28.06.2022 11:00,21011.50,1
28.06.2022 10:45,21008.70,0
28.06.2022 10:30,21051.60,1
28.06.2022 10:15,21024.10,0
28.06.2022 10:00,21036.20,0
28.06.2022 09:45,21055.40,0
28.06.2022 09:30,21130.00,0
28.06.2022 09:15,21162.90,1
28.06.2022 09:00,21139.50,1
28.06.2022 08:45,20998.60,1
28.06.2022 08:30,20881.30,1
28.06.2022 08:15,20867.10,0
28.06.2022 08:00,20882.30,1
28.06.2022 07:45,20859.90,0
28.06.2022 07:30,20869.20,0
28.06.2022 07:15,20893.70,1
28.06.2022 07:00,20864.00,1
28.06.2022 06:45,20841.70,0
28.06.2022 06:30,20856.70,1
28.06.2022 06:15,20815.10,1
28.06.2022 06:00,20748.10,0
28.06.2022 05:45,20779.50,0
28.06.2022 05:30,20781.60,1
28.06.2022 05:15,20748.20,0
28.06.2022 05:00,20760.00,1
28.06.2022 04:45,20756.60,1
28.06.2022 04:30,20738.30,1
28.06.2022 04:15,20726.80,1
28.06.2022 04:00,20723.90,1
28.06.2022 03:45,20705.70,1
28.06.2022 03:30,20670.00,1
28.06.2022 03:15,20662.20,1
28.06.2022 03:00,20637.00,1
28.06.2022 02:45,20572.50,1
28.06.2022 02:30,20562.00,0
28.06.2022 02:15,20567.30,0
28.06.2022 02:00,20611.50,0
28.06.2022 01:45,20664.00,0
28.06.2022 01:30,20669.40,0
28.06.2022 01:15,20771.40,0
28.06.2022 01:00,20772.80,1
28.06.2022 00:45,20724.00,0
28.06.2022 00:30,20841.50,1
28.06.2022 00:15,20822.90,1
28.06.2022 00:00,20726.80,1
27.06.2022 23:45,20717.40,0
27.06.2022 23:30,20806.30,0
27.06.2022 23:15,20842.70,1
27.06.2022 23:00,20806.70,0
27.06.2022 22:45,20834.80,1
27.06.2022 22:30,20793.00,0
27.06.2022 22:15,20891.80,1
27.06.2022 22:00,20796.00,1
27.06.2022 21:45,20786.30,0
27.06.2022 21:30,20855.20,0
27.06.2022 21:15,20878.70,0
27.06.2022 21:00,20901.80,0
27.06.2022 20:45,20905.10,0
27.06.2022 20:30,20927.80,1
27.06.2022 20:15,20916.20,1
27.06.2022 20:00,20865.40,1
27.06.2022 19:45,20861.00,1
27.06.2022 19:30,20840.10,1
27.06.2022 19:15,20769.20,0
27.06.2022 19:00,20807.10,0
27.06.2022 18:45,20842.00,0
27.06.2022 18:30,20871.50,1
27.06.2022 18:15,20794.80,1
27.06.2022 18:00,20702.10,1
27.06.2022 17:45,20695.40,0
27.06.2022 17:30,20728.10,0
27.06.2022 17:15,20759.10,1
27.06.2022 17:00,20743.00,1
27.06.2022 16:45,20739.90,1
27.06.2022 16:30,20700.00,1
27.06.2022 16:15,20677.60,0
27.06.2022 16:00,20725.80,0
27.06.2022 15:45,20818.90,1
27.06.2022 15:30,20736.70,1
27.06.2022 15:15,20719.50,0
27.06.2022 15:00,20826.50,1
27.06.2022 14:45,20695.90,1
27.06.2022 14:30,20694.50,1
27.06.2022 14:15,20681.40,1
27.06.2022 14:00,20676.00,0
27.06.2022 13:45,20797.30,0
27.06.2022 13:30,21267.80,1
27.06.2022 13:15,21230.40,1
27.06.2022 13:00,21224.80,1
27.06.2022 12:45,21185.00,0
27.06.2022 12:30,21210.10,0
27.06.2022 12:15,21304.00,1
27.06.2022 12:00,21300.10,0
27.06.2022 11:45,21346.90,0
27.06.2022 11:30,21379.50,0
27.06.2022 11:15,21436.60,1
27.06.2022 11:00,21426.10,0
27.06.2022 10:45,21427.40,0
27.06.2022 10:30,21428.00,1
27.06.2022 10:15,21410.80,0
27.06.2022 10:00,21445.60,0
27.06.2022 09:45,21457.70,1
27.06.2022 09:30,21418.70,0
27.06.2022 09:15,21458.40,0
27.06.2022 09:00,21463.20,1
27.06.2022 08:45,21392.50,1
27.06.2022 08:30,21360.30,0
27.06.2022 08:15,21383.80,1
27.06.2022 08:00,21374.50,1
27.06.2022 07:45,21318.60,0
27.06.2022 07:30,21365.10,1
27.06.2022 07:15,21340.50,1
27.06.2022 07:00,21266.00,1
27.06.2022 06:45,21214.70,1
27.06.2022 06:30,21199.10,1
27.06.2022 06:15,21186.40,1
27.06.2022 06:00,21177.90,0
27.06.2022 05:45,21187.60,1
27.06.2022 05:30,21158.10,0
27.06.2022 05:15,21209.50,0
27.06.2022 05:00,21227.80,0
27.06.2022 04:45,21231.10,1
27.06.2022 04:30,21200.80,1
27.06.2022 04:15,21141.10,0
27.06.2022 04:00,21163.30,1
27.06.2022 03:45,21129.30,0
27.06.2022 03:30,21139.10,0
27.06.2022 03:15,21152.10,1
27.06.2022 03:00,21121.10,0
27.06.2022 02:45,21151.90,1
27.06.2022 02:30,21070.70,0
27.06.2022 02:15,21085.10,0
27.06.2022 02:00,21089.40,1
27.06.2022 01:45,21051.90,0
27.06.2022 01:30,21052.10,1
27.06.2022 01:15,20968.50,0
27.06.2022 01:00,21021.80,0
27.06.2022 00:45,21076.50,0
27.06.2022 00:30,21080.00,1
27.06.2022 00:15,21009.90,0
27.06.2022 00:00,21026.40,1
26.06.2022 23:45,21019.60,0
26.06.2022 23:30,21151.90,1
26.06.2022 23:15,21141.10,1
26.06.2022 23:00,21116.90,1
26.06.2022 22:45,20995.20,0
26.06.2022 22:30,21010.20,0
26.06.2022 22:15,21255.70,0
26.06.2022 22:00,21344.90,0
26.06.2022 21:45,21384.00,1
26.06.2022 21:30,21333.70,0
26.06.2022 21:15,21369.40,0
26.06.2022 21:00,21379.10,1
26.06.2022 20:45,21311.10,1
26.06.2022 20:30,21248.70,0
26.06.2022 20:15,21277.00,0
26.06.2022 20:00,21277.80,1
26.06.2022 19:45,21238.00,0
26.06.2022 19:30,21259.90,1
26.06.2022 19:15,21248.00,1
26.06.2022 19:00,21186.80,0
26.06.2022 18:45,21211.00,1
26.06.2022 18:30,21174.60,1
26.06.2022 18:15,21165.30,0
26.06.2022 18:00,21259.10,1
26.06.2022 17:45,21221.50,1
26.06.2022 17:30,21206.80,0
26.06.2022 17:15,21306.90,1
26.06.2022 17:00,21305.00,0
26.06.2022 16:45,21400.00,1
26.06.2022 16:30,21349.00,1
26.06.2022 16:15,21286.10,0
26.06.2022 16:00,21305.10,1
26.06.2022 15:45,21300.30,1
26.06.2022 15:30,21256.60,1
26.06.2022 15:15,21251.30,0
26.06.2022 15:00,21404.20,0
26.06.2022 14:45,21435.00,0
26.06.2022 14:30,21471.90,1
26.06.2022 14:15,21392.10,1
26.06.2022 14:00,21391.10,1
26.06.2022 13:45,21351.40,0
26.06.2022 13:30,21366.40,0
26.06.2022 13:15,21400.00,0
26.06.2022 13:00,21420.80,0
26.06.2022 12:45,21621.70,1
26.06.2022 12:30,21600.70,0
26.06.2022 12:15,21797.60,1
26.06.2022 12:00,21715.40,1
26.06.2022 11:45,21502.10,1
26.06.2022 11:30,21392.40,0
26.06.2022 11:15,21417.70,1
26.06.2022 11:00,21411.30,1
26.06.2022 10:45,21365.10,0
26.06.2022 10:30,21402.20,0
26.06.2022 10:15,21424.10,1
26.06.2022 10:00,21411.40,1
26.06.2022 09:45,21397.00,0
26.06.2022 09:30,21412.40,1
26.06.2022 09:15,21374.40,0
26.06.2022 09:00,21445.60,1
26.06.2022 08:45,21414.10,1
26.06.2022 08:30,21410.80,0
26.06.2022 08:15,21418.60,1
26.06.2022 08:00,21390.10,0
26.06.2022 07:45,21396.10,0
26.06.2022 07:30,21427.00,1
26.06.2022 07:15,21421.30,0
26.06.2022 07:00,21473.40,0
26.06.2022 06:45,21474.90,1
26.06.2022 06:30,21423.80,1
26.06.2022 06:15,21380.90,0
26.06.2022 06:00,21435.00,1
26.06.2022 05:45,21367.10,0
26.06.2022 05:30,21439.90,0
26.06.2022 05:15,21469.80,1
26.06.2022 05:00,21419.20,0
26.06.2022 04:45,21441.20,1
26.06.2022 04:30,21379.70,0
26.06.2022 04:15,21387.20,0
26.06.2022 04:00,21410.00,0
26.06.2022 03:45,21412.80,1
26.06.2022 03:30,21384.60,1
26.06.2022 03:15,21359.10,1
26.06.2022 03:00,21335.50,0
26.06.2022 02:45,21369.90,1
26.06.2022 02:30,21354.20,0
26.06.2022 02:15,21377.20,0
26.06.2022 02:00,21403.70,1
26.06.2022 01:45,21370.10,0
26.06.2022 01:30,21418.30,0
26.06.2022 01:15,21525.40,1
26.06.2022 01:00,21469.20,1
26.06.2022 00:45,21439.90,1
26.06.2022 00:30,21409.50,1
26.06.2022 00:15,21393.10,0
26.06.2022 00:00,21479.10,1
25.06.2022 23:45,21468.20,1
25.06.2022 23:30,21456.00,0
25.06.2022 23:15,21457.00,1
25.06.2022 23:00,21428.10,0
25.06.2022 22:45,21438.00,1
25.06.2022 22:30,21434.00,1
25.06.2022 22:15,21406.60,0
25.06.2022 22:00,21498.20,1
25.06.2022 21:45,21447.50,1
25.06.2022 21:30,21364.70,1
25.06.2022 21:15,21351.40,1
25.06.2022 21:00,21220.00,1
25.06.2022 20:45,21190.20,1
25.06.2022 20:30,21180.00,0
25.06.2022 20:15,21184.20,0
25.06.2022 20:00,21201.00,1
25.06.2022 19:45,21189.10,1
25.06.2022 19:30,21170.60,0
25.06.2022 19:15,21212.00,0
25.06.2022 19:00,21214.60,1
25.06.2022 18:45,21113.40,1
25.06.2022 18:30,21066.80,1
25.06.2022 18:15,21060.40,0
25.06.2022 18:00,21088.90,0
25.06.2022 17:45,21088.90,0
25.06.2022 17:30,21133.60,1
25.06.2022 17:15,21073.60,1
25.06.2022 17:00,21015.00,0
25.06.2022 16:45,21037.00,1
25.06.2022 16:30,21003.70,0
25.06.2022 16:15,21036.30,1
25.06.2022 16:00,20949.60,0
25.06.2022 15:45,21097.90,0
25.06.2022 15:30,21155.20,1
25.06.2022 15:15,21130.90,1
25.06.2022 15:00,21107.60,0
25.06.2022 14:45,21124.70,1
25.06.2022 14:30,21099.10,0
25.06.2022 14:15,21203.70,1
25.06.2022 14:00,21144.30,0
25.06.2022 13:45,21203.40,1
25.06.2022 13:30,21196.10,1
25.06.2022 13:15,21174.30,1
25.06.2022 13:00,21126.30,0
25.06.2022 12:45,21207.10,1
25.06.2022 12:30,21051.10,0
25.06.2022 12:15,21269.10,0
25.06.2022 12:00,21331.30,0
25.06.2022 11:45,21344.80,0
25.06.2022 11:30,21400.10,0
25.06.2022 11:15,21456.80,1
25.06.2022 11:00,21431.50,1
25.06.2022 10:45,21414.10,1
25.06.2022 10:30,21397.00,0
25.06.2022 10:15,21463.00,1
25.06.2022 10:00,21433.90,0
25.06.2022 09:45,21456.90,1
25.06.2022 09:30,21452.10,1
25.06.2022 09:15,21414.20,1
25.06.2022 09:00,21393.80,1
25.06.2022 08:45,21390.80,0
25.06.2022 08:30,21440.00,0
25.06.2022 08:15,21440.40,0
25.06.2022 08:00,21498.10,1
25.06.2022 07:45,21425.10,0
25.06.2022 07:30,21502.90,1
25.06.2022 07:15,21476.40,1
25.06.2022 07:00,21301.50,1
25.06.2022 06:45,21291.40,1
25.06.2022 06:30,21231.80,1
25.06.2022 06:15,21205.00,1
25.06.2022 06:00,21190.60,0
25.06.2022 05:45,21277.40,0
25.06.2022 05:30,21289.80,1
25.06.2022 05:15,21266.60,1
25.06.2022 05:00,21234.20,0
25.06.2022 04:45,21264.40,1
25.06.2022 04:30,21209.00,0
25.06.2022 04:15,21268.60,0
25.06.2022 04:00,21279.10,1
25.06.2022 03:45,21263.00,1
25.06.2022 03:30,21227.30,0
25.06.2022 03:15,21252.20,1
25.06.2022 03:00,21155.70,0
25.06.2022 02:45,21201.60,0
25.06.2022 02:30,21246.10,0
25.06.2022 02:15,21324.50,0
25.06.2022 02:00,21328.00,1
25.06.2022 01:45,21326.90,1
25.06.2022 01:30,21290.50,1
25.06.2022 01:15,21249.90,1
25.06.2022 01:00,21172.00,0
25.06.2022 00:45,21273.60,1
25.06.2022 00:30,21266.30,1
25.06.2022 00:15,21242.40,1
25.06.2022 00:00,21219.10,0
24.06.2022 23:45,21322.70,0
24.06.2022 23:30,21342.00,1
24.06.2022 23:15,21300.00,0
24.06.2022 23:00,21306.60,0
24.06.2022 22:45,21309.90,1
24.06.2022 22:30,21293.70,0
24.06.2022 22:15,21417.90,1
24.06.2022 22:00,21315.70,1
24.06.2022 21:45,21291.50,0
24.06.2022 21:30,21354.10,1
24.06.2022 21:15,21290.70,1
24.06.2022 21:00,21185.00,1
24.06.2022 20:45,21164.10,0
24.06.2022 20:30,21178.20,0
24.06.2022 20:15,21253.10,1
24.06.2022 20:00,21228.40,1
24.06.2022 19:45,21190.60,1
24.06.2022 19:30,21145.10,1
24.06.2022 19:15,21035.10,0
24.06.2022 19:00,21102.40,1
24.06.2022 18:45,21066.60,1
24.06.2022 18:30,20981.90,0
24.06.2022 18:15,21014.00,1
24.06.2022 18:00,20973.40,0
24.06.2022 17:45,21038.70,0
24.06.2022 17:30,21158.10,0
24.06.2022 17:15,21173.00,1
24.06.2022 17:00,21056.40,1
24.06.2022 16:45,20945.70,1
24.06.2022 16:30,20900.00,1
24.06.2022 16:15,20872.00,1
24.06.2022 16:00,20859.30,1
24.06.2022 15:45,20841.50,0
24.06.2022 15:30,20979.70,0
24.06.2022 15:15,21012.90,0
24.06.2022 15:00,21104.90,1
24.06.2022 14:45,21097.50,0
24.06.2022 14:30,21237.90,0
24.06.2022 14:15,21360.90,1
24.06.2022 14:00,21235.70,0
24.06.2022 13:45,21252.70,1
24.06.2022 13:30,21205.70,0
24.06.2022 13:15,21225.70,1
24.06.2022 13:00,21211.00,0
24.06.2022 12:45,21232.90,0
24.06.2022 12:30,21332.50,1
24.06.2022 12:15,21227.10,1
24.06.2022 12:00,21153.90,0
24.06.2022 11:45,21227.90,1
24.06.2022 11:30,21149.80,1
24.06.2022 11:15,21050.50,1
24.06.2022 11:00,20980.20,1
24.06.2022 10:45,20896.20,0
24.06.2022 10:30,20920.90,1
24.06.2022 10:15,20826.70,1
24.06.2022 10:00,20818.50,0
24.06.2022 09:45,20862.80,0
24.06.2022 09:30,20897.90,0
24.06.2022 09:15,21000.80,0
24.06.2022 09:00,21040.00,1
24.06.2022 08:45,20992.00,1
24.06.2022 08:30,20913.30,0
24.06.2022 08:15,20952.70,1
24.06.2022 08:00,20893.70,0
24.06.2022 07:45,20914.90,1
24.06.2022 07:30,20895.60,1
24.06.2022 07:15,20783.10,0
24.06.2022 07:00,20835.90,1
24.06.2022 06:45,20818.80,0
24.06.2022 06:30,20930.30,1
24.06.2022 06:15,20886.30,1
24.06.2022 06:00,20865.10,0
24.06.2022 05:45,21124.10,1
24.06.2022 05:30,21113.90,1
24.06.2022 05:15,21050.00,1
24.06.2022 05:00,21046.70,1
24.06.2022 04:45,21012.60,0
24.06.2022 04:30,21077.50,0
24.06.2022 04:15,21104.50,1
24.06.2022 04:00,21056.50,0
24.06.2022 03:45,21090.30,0
24.06.2022 03:30,21161.40,0
24.06.2022 03:15,21233.90,1
24.06.2022 03:00,21169.00,0
24.06.2022 02:45,21265.80,1
24.06.2022 02:30,21125.10,1
24.06.2022 02:15,21066.90,1
24.06.2022 02:00,21043.00,0
24.06.2022 01:45,21089.50,0
24.06.2022 01:30,21115.30,1
24.06.2022 01:15,21048.90,1
24.06.2022 01:00,20998.30,0
24.06.2022 00:45,21034.90,1
24.06.2022 00:30,21018.10,0
24.06.2022 00:15,21032.50,0
24.06.2022 00:00,21115.90,1
23.06.2022 23:45,21081.00,0
23.06.2022 23:30,21147.20,1
23.06.2022 23:15,21055.50,1
23.06.2022 23:00,20979.00,0
23.06.2022 22:45,21075.00,1
23.06.2022 22:30,21039.40,1
23.06.2022 22:15,20761.80,1
23.06.2022 22:00,20692.00,0
23.06.2022 21:45,20749.90,0
23.06.2022 21:30,20807.70,1
23.06.2022 21:15,20767.40,0
23.06.2022 21:00,20824.90,0
23.06.2022 20:45,20890.20,1
23.06.2022 20:30,20886.20,0
23.06.2022 20:15,21003.60,1
23.06.2022 20:00,20909.40,1
23.06.2022 19:45,20802.40,1
23.06.2022 19:30,20721.50,1
23.06.2022 19:15,20495.30,1
23.06.2022 19:00,20413.90,1
23.06.2022 18:45,20396.30,0
23.06.2022 18:30,20405.20,1
23.06.2022 18:15,20366.60,1
23.06.2022 18:00,20316.60,1
23.06.2022 17:45,20285.80,1
23.06.2022 17:30,20276.70,0
23.06.2022 17:15,20291.70,1
23.06.2022 17:00,20251.40,0
23.06.2022 16:45,20309.30,0
23.06.2022 16:30,20311.70,1
23.06.2022 16:15,20298.60,0
23.06.2022 16:00,20341.10,1
23.06.2022 15:45,20327.50,0
23.06.2022 15:30,20392.50,0
23.06.2022 15:15,20569.00,0
23.06.2022 15:00,20588.70,1
23.06.2022 14:45,20525.60,1
23.06.2022 14:30,20441.50,1
23.06.2022 14:15,20433.00,0
23.06.2022 14:00,20446.60,1
23.06.2022 13:45,20445.50,0
23.06.2022 13:30,20614.50,1
23.06.2022 13:15,20575.80,1
23.06.2022 13:00,20546.20,0
23.06.2022 12:45,20581.30,0
23.06.2022 12:30,20725.30,1
23.06.2022 12:15,20676.70,1
23.06.2022 12:00,20618.90,0
23.06.2022 11:45,20625.60,0
23.06.2022 11:30,20660.10,0
23.06.2022 11:15,20701.10,1
23.06.2022 11:00,20678.40,0
23.06.2022 10:45,20759.00,1
23.06.2022 10:30,20720.50,0
23.06.2022 10:15,20741.50,1
23.06.2022 10:00,20694.20,1
23.06.2022 09:45,20522.10,1
23.06.2022 09:30,20516.90,0
23.06.2022 09:15,20586.80,1
23.06.2022 09:00,20568.70,1
23.06.2022 08:45,20494.00,0
23.06.2022 08:30,20562.20,0
23.06.2022 08:15,20611.90,1
23.06.2022 08:00,20466.50,0
23.06.2022 07:45,20473.60,1
23.06.2022 07:30,20462.40,0
23.06.2022 07:15,20547.10,1
23.06.2022 07:00,20526.60,0
23.06.2022 06:45,20564.50,1
23.06.2022 06:30,20407.00,1
23.06.2022 06:15,20328.70,1
23.06.2022 06:00,20325.10,0
23.06.2022 05:45,20384.20,1
23.06.2022 05:30,20372.00,1
23.06.2022 05:15,20304.80,0
23.06.2022 05:00,20354.10,1
23.06.2022 04:45,20330.30,1
23.06.2022 04:30,20234.60,1
23.06.2022 04:15,20200.40,1
23.06.2022 04:00,20193.50,0
23.06.2022 03:45,20206.00,0
23.06.2022 03:30,20297.40,1
23.06.2022 03:15,20287.20,0
23.06.2022 03:00,20335.00,0
23.06.2022 02:45,20418.50,1
23.06.2022 02:30,20365.90,1
23.06.2022 02:15,20351.10,0
23.06.2022 02:00,20390.00,0
23.06.2022 01:45,20438.80,0
23.06.2022 01:30,20544.10,1
23.06.2022 01:15,20339.60,0
23.06.2022 01:00,20410.20,1
23.06.2022 00:45,20331.60,0
23.06.2022 00:30,20350.50,1
23.06.2022 00:15,20160.60,1
23.06.2022 00:00,20004.30,1
22.06.2022 23:45,19971.30,0
22.06.2022 23:30,20102.90,0
22.06.2022 23:15,20122.00,1
22.06.2022 23:00,20089.90,1
22.06.2022 22:45,20044.80,1
22.06.2022 22:30,20011.00,1
22.06.2022 22:15,19961.00,0
22.06.2022 22:00,20009.90,1
22.06.2022 21:45,19928.60,0
